F1 ,F2,F3,F4,F5,F6,F7,F8,F9,Class
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
771,253,13,42,50,174,216,37,122,Normal
843,253,13,42,50,174,216,37,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
760,243,13,39,49,170,209,34,122,Normal
832,243,13,39,49,170,209,34,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
587,71,5,7,48,51,58,13,122,Normal
658,71,5,7,48,51,58,13,122,Normal
582,62,5,1,52,52,53,9,122,Normal
653,62,5,1,52,52,53,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
781,263,13,41,50,184,225,38,122,Normal
853,263,13,41,50,184,225,38,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
776,259,13,45,49,176,221,38,122,Normal
848,259,13,45,49,176,221,38,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
588,72,5,8,48,51,59,13,122,Normal
659,72,5,8,48,51,59,13,122,Normal
584,64,5,3,52,51,54,10,122,Normal
655,64,5,3,52,51,54,10,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
558,43,3,5,47,31,36,7,122,Normal
629,43,3,5,47,31,36,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
770,252,13,44,50,172,216,36,122,Normal
842,252,13,44,50,172,216,36,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
807,290,13,46,49,197,243,47,122,Normal
879,290,13,46,49,197,243,47,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
591,75,5,10,48,50,60,15,122,Normal
662,75,5,10,48,50,60,15,122,Normal
583,63,5,2,52,52,54,9,122,Normal
654,63,5,2,52,52,54,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
558,43,3,5,47,31,36,7,122,Normal
629,43,3,5,47,31,36,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
776,258,13,42,50,178,220,38,122,Normal
848,258,13,42,50,178,220,38,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
766,249,13,39,49,173,212,37,122,Normal
838,249,13,39,49,173,212,37,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
590,74,5,9,48,50,59,15,122,Normal
661,74,5,9,48,50,59,15,122,Normal
580,60,5,1,52,50,51,9,122,Normal
651,60,5,1,52,50,51,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
772,254,13,37,50,184,221,33,122,Normal
844,254,13,37,50,184,221,33,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
766,249,13,41,49,171,212,37,122,Normal
838,249,13,41,49,171,212,37,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
583,67,5,7,48,47,54,13,122,Normal
654,67,5,7,48,47,54,13,122,Normal
585,65,5,6,52,49,55,10,122,Normal
656,65,5,6,52,49,55,10,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
753,235,13,43,50,159,202,33,122,Normal
825,235,13,43,50,159,202,33,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
782,265,13,44,49,181,225,40,122,Normal
854,265,13,44,49,181,225,40,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
587,71,5,7,48,51,58,13,122,Normal
658,71,5,7,48,51,58,13,122,Normal
578,58,5,6,52,43,49,9,122,Normal
649,58,5,6,52,43,49,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
758,240,13,40,50,164,204,36,122,Normal
830,240,13,40,50,164,204,36,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
782,265,13,38,49,190,228,37,122,Normal
854,265,13,38,49,190,228,37,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
583,67,5,7,48,47,54,13,122,Normal
654,67,5,7,48,47,54,13,122,Normal
585,65,5,6,52,50,56,9,122,Normal
656,65,5,6,52,50,56,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
558,43,3,5,47,31,36,7,122,Normal
629,43,3,5,47,31,36,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
755,237,13,38,50,164,202,35,122,Normal
827,237,13,38,50,164,202,35,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
769,252,13,40,49,177,217,35,122,Normal
841,252,13,40,49,177,217,35,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
591,75,5,10,48,50,60,15,122,Normal
662,75,5,10,48,50,60,15,122,Normal
576,56,5,2,52,45,47,9,122,Normal
647,56,5,2,52,45,47,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
558,43,3,5,47,31,36,7,122,Normal
629,43,3,5,47,31,36,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
763,245,13,38,50,172,210,35,122,Normal
835,245,13,38,50,172,210,35,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
779,262,13,36,49,190,226,36,122,Normal
851,262,13,36,49,190,226,36,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
583,67,5,7,48,47,54,13,122,Normal
654,67,5,7,48,47,54,13,122,Normal
583,63,5,6,52,48,54,9,122,Normal
654,63,5,6,52,48,54,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
557,42,3,4,47,31,35,7,122,Normal
628,42,3,4,47,31,35,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
757,239,13,44,50,160,204,35,122,Normal
829,239,13,44,50,160,204,35,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
780,263,13,37,49,185,222,41,122,Normal
852,263,13,37,49,185,222,41,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
588,72,5,8,48,51,59,13,122,Normal
659,72,5,8,48,51,59,13,122,Normal
584,64,5,2,52,53,55,9,122,Normal
655,64,5,2,52,53,55,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
771,253,13,45,50,170,215,38,122,Normal
843,253,13,45,50,170,215,38,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
765,248,13,36,49,178,214,34,122,Normal
837,248,13,36,49,178,214,34,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
586,70,5,6,48,51,57,13,122,Normal
657,70,5,6,48,51,57,13,122,Normal
580,60,5,4,52,47,51,9,122,Normal
651,60,5,4,52,47,51,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
558,43,3,5,47,31,36,7,122,Normal
629,43,3,5,47,31,36,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
765,247,13,36,50,177,213,34,122,Normal
837,247,13,36,50,177,213,34,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
766,249,13,37,49,177,214,35,122,Normal
838,249,13,37,49,177,214,35,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
590,74,5,9,48,50,59,15,122,Normal
661,74,5,9,48,50,59,15,122,Normal
580,60,5,4,52,45,49,11,122,Normal
651,60,5,4,52,45,49,11,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
757,239,13,41,50,164,205,34,122,Normal
829,239,13,41,50,164,205,34,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
755,238,13,38,49,165,203,35,122,Normal
827,238,13,38,49,165,203,35,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
587,71,5,7,48,51,58,13,122,Normal
658,71,5,7,48,51,58,13,122,Normal
580,60,5,3,52,48,51,9,122,Normal
651,60,5,3,52,48,51,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
753,235,13,35,50,167,202,33,122,Normal
825,235,13,35,50,167,202,33,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
770,253,13,39,49,179,218,35,122,Normal
842,253,13,39,49,179,218,35,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
586,70,5,6,48,51,57,13,122,Normal
657,70,5,6,48,51,57,13,122,Normal
581,61,5,8,52,44,52,9,122,Normal
652,61,5,8,52,44,52,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
764,246,13,41,50,170,211,35,122,Normal
836,246,13,41,50,170,211,35,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
748,231,13,39,49,159,198,33,122,Normal
820,231,13,39,49,159,198,33,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
588,72,5,8,48,51,59,13,122,Normal
659,72,5,8,48,51,59,13,122,Normal
578,58,5,4,52,45,49,9,122,Normal
649,58,5,4,52,45,49,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
799,281,13,42,50,201,243,38,122,Normal
871,281,13,42,50,201,243,38,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
782,265,13,38,49,191,229,36,122,Normal
854,265,13,38,49,191,229,36,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
583,67,5,7,48,47,54,13,122,Normal
654,67,5,7,48,47,54,13,122,Normal
582,62,5,2,52,51,53,9,122,Normal
653,62,5,2,52,51,53,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
751,233,13,39,50,159,198,35,122,Normal
823,233,13,39,50,159,198,35,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
769,252,13,38,49,179,217,35,122,Normal
841,252,13,38,49,179,217,35,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
587,71,5,7,48,51,58,13,122,Normal
658,71,5,7,48,51,58,13,122,Normal
583,63,5,2,52,51,53,10,122,Normal
654,63,5,2,52,51,53,10,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
783,265,13,42,50,183,225,40,122,Normal
855,265,13,42,50,183,225,40,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
783,266,13,40,49,189,229,37,122,Normal
855,266,13,40,49,189,229,37,122,Normal
515,0,1,0,48,0,0,0,122,Normal
